조용하다 덮다 밥;;;조용한 덮 밥
웅변 하다 덮다 밥;;;웅변 하는 덮 밥
맛보다;;;맛보도 록
어쩌다 이리 자기 주장 강하다 몸매;;;어쩜 이리 자기 주장 이 강한 몸매 냐
﻿ 어이;;;﻿ 어이
나 하다 거;;;나 랑 할 거 냐
응;;;응
하자;;;하자
식 극;;;식 극
그게 우리 기숙사 방침 거들다;;;그게 우리 기숙사 의 방침 이 거든
료코 누룩;;;료코 는 누룩 을
전용 작업장 갖다 있다;;;전용 작업장 을 갖고 있고
나다 말;;;나도 말 이야
쿄쿠세 닭 만들다 보고 싶다;;;쿄쿠세 이 닭 을 만들어 보고 싶어 서
방목 기르다 있다;;;방목 해서 기르 고 있지
그리고;;;그리고
잇다 시키다 선배;;;잇 시키 선배 를
중심 운영 하다 게;;;중심 으로 운영하는 게
십여 종 채소 여 물다 농장;;;십여 종 의 채소 가 여 무는 농장
좋다 아침;;;좋 은 아침 이야
NAME 군;;;NAME 군
요시노 군;;;요시노 군
아침 노동 정신;;;아침 노동 은 정신 을
건강하다 만들다;;;건강하게 만들어 주 지
함께 땀 흘리다;;;함께 땀 흘리 자꾸나
자다 어울리다;;;잘 어울려
식 재료 어떻다;;;식 재료 가 어떻 게
여 물다 알다 것;;;여 무는 지 아는 것 도
요리 공부 하나;;;요리 공부 의 하나 지
혹은 잇다 시키다 밭 불다 괜찮다;;;혹은 잇 시키 밭 이라고 불러 도 괜찮 아
그렇다 …;;;그럼 …
NAME 군;;;NAME 군
응;;;응
타도 코로 오다;;;타도 코로 도 왔 었 구나
봐봐;;;봐봐
잇다 시키다 선배 기르다 채소;;;잇 시키 선배 가 기른 채소
맛있다 보이지;;;맛있어 보이지
마음 놓이다 모습;;;마음 이 놓이는 모습 이네
응;;;응
자;;;자
하다 입 먹다 보다;;;한 입 먹어 보 렴
아 감사 하다;;;아 감사합 니다
탄력 있다 엄청 달;;;탄력 이 있고 엄청 달 아
우리 집 매입 싶다 정도;;;우리 집 에 매입 하고 싶 을 정도 예요
용케 이렇다 품질;;;용케 이런 품질 을
아니다 정말;;;아니 정말
솔직하다 말 하다;;;솔직히 말해서
덕분 요즘 수업;;;덕분 에 요즘 은 수업 에도
자다 나가다 못 하다 정도;;;잘 나가지 못 하는 정도 지
보다 같다 …;;;본 말 전 도 같은 데 …
오래 기다리다;;;오래 기다렸 지
이 거 맛있다;;;이 거 맛있네
NAME 군 계속 먹기 하다;;;NAME 군 계속 먹기 만 하네
모두 들;;;모두 들
아침 식사;;;아침 식사 예요
배고프다;;;배고프 네
어 타도 코로 만들다;;;어 타도 코로 가 만든 거야
응;;;응
배고프다;;;배고프 지
먹다 봐;;;먹어 봐
그렇다;;;그렇 군
특제 삼종 주먹밥;;;특제 삼종 주먹밥 이구나
좋다 좋다;;;좋 네 좋 아
밭일 마치 먹다 주먹밥;;;밭일 을 마치 고 먹는 주먹밥
자다 먹다;;;잘 먹겠 습니다
맛있다;;;맛있어
이 것 파 소금 양념;;;이건 파 소금 양념 이네
가볍다 삶다 내다 닭 가슴 살;;;가볍 게 삶아 낸 닭 가슴 살 에
파 소금 양념 무친 데 다가;;;파 소금 양념 을 무친 데 다가
주먹밥 표면 양념 발리다;;;주먹밥 표면 에도 양념 이 발려 있 어
짜다 짤함 식욕 자극 하다;;;짭 짤함 이 식욕 을 자극하네
이 것 다시마;;;이건 다시마 인가
주먹밥 정석 이지;;;주먹밥 의 정석 이지
다시마 조림 치즈;;;다시마 조림 과 치즈
조림 진하다 단맛;;;조림 의 진한 단맛 이
그렇다 마지막 뭐;;;그럼 마지막 은 뭐 지
맛있다;;;맛있어
마늘 풍 미가 끝내다;;;마늘 풍 미가 끝내준 다
이 것 말;;;이건 말 이야
돼지고기 마늘 벌꿀 절임;;;돼지고기 마늘 벌꿀 절임
헤에;;;헤에
저번 수업;;;저번 에 수업 에서
NAME 군 벌꿀 쓰다 걸 보고;;;NAME 군 이 벌꿀 을 쓰는 걸 보고
삶다 돼지 갈비;;;삶은 돼지 갈비 를
마늘 된장 청주 벌꿀;;;마늘 된장 청주 와 벌꿀 을
섞다 것 절;;;섞은 것 에 절 인 거야
자다 썰다 주먹밥 넣다;;;잘 게 썰어 서 주먹밥 에 넣었 어
보리차 엽차 있다;;;보리차 랑 엽차 도 있으 니까
원 하다 것 들다;;;원하는 것 을 드세 요
요리 가지다 매력;;;요리 가 가진 매력 이네
평온 하다 만들다;;;평온 하게 만들어 줘
가슴 살 퍽퍽 하다 않다;;;가슴 살 은 퍽퍽 하지 않고
돼지고기 확실하다 부드럽다;;;돼지고기 도 확실히 부드러워
전부 정성껏 만들다;;;전부 정성껏 만들었 네
왜 수업 이렇게 못 해;;;왜 수업 에선 이렇게 못 해
난 옛날 긴장 많이 하다;;;난 옛날 부터 긴장 을 많이 하는 데
긴장 하다 머리;;;긴장하면 머리 가
하얗다 물 들어서다;;;하얗 게 물 들어서
실수 하다 …;;;실수 만 하고 …
아 그거 힘들다;;;아 그거 힘들 겠 네
타도 코로 짱;;;타도 코로 짱
NAME 훌륭하다;;;NAME 는 훌륭한
요리사 좋다 아내;;;요리사 와 좋 은 아내
둘 다 되다 수 있다;;;둘 다 될 수 있어
그렇다 …;;;그래 …
연구 회;;;연구 회
응;;;응
테마 별로 요리 연구 하다 모임;;;테마 별로 요리 를 연구하는 모임 이
NAME 잔 뜩 있다;;;NAME 에는 잔 뜩 있거 든
새롭다 메뉴 개발 하다;;;새로운 메뉴 를 개발하거 나
교외 요리 콘테스트;;;교외 요리 콘테스트 에
참가 하다 말 이지;;;참가하거 나 말 이지
일반 학교 따다;;;일반 학교 로 따지 자면
동아리 같다 느낌 이지;;;동아리 같은 느낌 이지
정말;;;정말 이네
일식 양식 중식;;;일식 양식 중식
궁정 요리 정진 요리;;;궁정 요리 에 정진 요리
발효 식 보존 식;;;발효 식 에 보존 식
이 것 철도 도시락;;;이건 철도 도시락
가게 메뉴 참고 되다 …;;;가게 메뉴 로 참고 될 지도 …
좋다;;;좋 아
가다 타도 코로;;;가자 타도 코로
엉;;;엉
나다;;;나도
아니다;;;아니
이제 곧 덮다 밥연;;;이제 곧 덮 밥연 은
유키 히 타도 코로 랬;;;유키 히 라 랑 타도 코로 랬 나
이 곳 주장 맡다 사람;;;이 곳 의 주장 을 맡은 사람 이다
괜찮다 선배;;;괜찮 나요 선배
어 째 침울 보이다;;;어 째 침울 해 보이는 데요
비웃다 돼다;;;비웃 으면 돼
덮다 밥연 지키다 못 하다 나 따위 …;;;덮 밥연 을 지키 지 못 하는 나 따위 …
응;;;응
이 것 레시피 집;;;이건 레시피 집
응;;;응
덮다 밥연 구상 메뉴 같다;;;덮 밥연 에서 구상 한 메뉴 같아
어디 보다;;;어디 보자
왕도 적 메뉴 별종 메뉴;;;왕도 적 인 메뉴 부터 별종 메뉴 까지
하나같이 번뜩 이;;;하나같이 번뜩 이 는
아이디어 숨다;;;아이디어 가 숨어 있 어
어떻다 레시피 다 재밌다;;;어떤 레시피 든 다 재밌는 데
유키 히;;;유키 히 라
울 있다;;;울 고 있어
빠르다;;;빠르 다
맛있다;;;맛있다
저렴 하다 양식 밉다;;;저렴 하다 는 양식 미
하다 그릇 완결 되다 남 성미;;;한 그릇 으로 완결 되는 남 성미
난 …;;;난 …
난 하다 마리 남자 로서;;;난 한 마리 의 남자 로서
덮다 밥 정복 하다 때;;;덮 밥 을 정복 할 때 까진
죽 수 없다;;;죽 을 수 없어 어 어
왠지 엄청나다 사람;;;왠지 엄청난 사람 이네
짜증 나다 후텁 지근 하다;;;짜증 나게 후텁 지근 하네
내 덮다 밥연 …;;;내 덮 밥연 …
NAME 리나 없다;;;NAME 에 리나 만 없었 다면
NAME;;;NAME
그렇다;;;그래
예산 삭감 부실 축소;;;예산 삭감 이나 부실 축소 를
회의 제안;;;회의 에 제안
억지로 가결 시키다;;;억지로 가결 시킨 다
힘들다 상대;;;힘들어 진 상대 에게
남기다 수단 하나 없다;;;남겨 진 수단 은 하나 밖에 없어
한 방 역전 식 극 이지;;;한 방 역전 의 식 극 이지
NAME 식 극 받아들이다 대신;;;NAME 는 식 극 을 받아들이는 대신
더욱 무리하다 요구 내미다;;;더욱 무리한 요구 를 내밀 어서
그렇게 세력 넓히다 있다;;;그렇게 세력 을 넓혀 가 고 있어
덮다 밥연 부원 들;;;덮 밥연 의 부원 들 은
이번 상대 NAME;;;이번 상대 가 NAME 의
앞잡이 란 걸 알다;;;앞잡이 란 걸 알 자마자
전원;;;전원
도망치다 …;;;도망쳤 다 …
그래서;;;그래서
대전 상대 나키 리야;;;대전 상대 는 나키 리야
어이;;;어이
완전하다 무너 트리;;;완전히 무너 트리 고
새롭다 짓다 게 빠르다;;;새로 짓는 게 빠르 겠 는 데요
그렇다;;;그래
그렇다 그렇게;;;그럼 그렇게
무슨 속셈 이;;;무슨 속셈 이 냐
미토;;;미토
이르다 예비 조사 나오다;;;이른 예비 조사 나왔 지
결과 뻔하다;;;결과 는 뻔하니 까
에리 님 말씀 하다;;;에리 나 님 도 말씀하셨 지
덮다 밥 따위 아무리 공 들 보다;;;덮 밥 따위 아무리 공 들 여 봤 자
고작 B 급 수준;;;고작 B 급 에 수준 에
… 말;;;… 라고 말 이야
뭐 내다 이기다 자신 있다;;;뭐 내게 이길 자신 이 있다 면
알다 주장 씨;;;알 겠 어 주장 씨
필요 없다;;;필요 없다 고
이렇다 연구 회;;;이런 연구 회
니쿠미 …;;;니쿠미 가 …
하다 번 더 그렇다;;;한 번 더 그랬 다간
설마;;;설마
저 사람 식 극 상대;;;저 사람 이 식 극 상대 야
저 녀석 뭐;;;저 녀석 은 뭐 야
미트 마스터 란;;;미트 마스터 란
이명 지다 요리사;;;이명 을 지는 요리사
중등 부 항상 상위 성적 자;;;중등 부 부터 항상 상위 성적 자 로
특히 고기 요리 수업;;;특히 고기 요리 수업 에서는
A 평가 받다 적 없다 하다;;;A 평가 밖에 받은 적 없다 고 하는
굉장하다 실력 자;;;굉장한 실력 자
고기 대한 깊다 조예;;;고기 에 대한 깊은 조예 는
학교 톱 클래스;;;학교 톱 클래스 래
가치 있다 고기 앞;;;가치 있는 고기 앞 에
모든 식 재료 무릎 꿇다;;;모든 식 재료 가 무릎 꿇는 다
댁 어떻다 요리 만들다;;;댁 이 어떤 요리 를 만들 건
재료 가격 만족 하다;;;재료 의 가격 만으로 만족해서 야
요리사 이름 울다 생각 하다;;;요리사 의 이름 이 운 다고 생각하는 데
뭐;;;뭐
선배;;;선배
이 식 극;;;이 식 극
내다 맡기다 안 되다;;;내게 맡겨 주 면 안 될 까
어;;;어
넌 뭐;;;넌 뭐 야
부외 자 빠지다 …;;;부외 자 는 빠져 …
너 편입 생;;;너 편입 생
시업 식 때 …;;;시업 식 때 …
너 얘기 해보다 싶다;;;너 와는 얘기 해보고 싶었 거든
남 식 극 나서다 하다;;;남 의 식 극 에 나서려 하다 니
자기 솜씨 상당하다 자신 있다 보다;;;자기 솜씨 에 상당히 자신 있 나 보 군
뭣하 그 쪽 전공;;;뭣하 면 그 쪽 전공 인
고기 요리 대결 좋다;;;고기 요리 대결 이라도 좋 은데
내 이기다 테;;;내 가 이길 테 니까
나 지면;;;나 한테 지면
NAME 나가다 거;;;NAME 에서 나갈 거 냐
그렇다 배짱 없다 큰소리 치 …;;;그럴 배짱 도 없으 면 큰소리 치 지 …
뭐;;;뭐
대신 내 이기;;;대신 내 가 이기 면
넌 덮다 밥연 들어오다;;;넌 덮 밥연 에 들어와 라
뭐;;;뭐
덮다 밥연 들어오다;;;덮 밥연 에 들어와 서
덮다 밥 문화 발전 공헌 해;;;덮 밥 문화 발전 에 공헌 해 라
폐 끼친 것 대한 사죄;;;폐 끼친 것 에 대한 사죄 로
진심 내다 이기다 세다;;;진심 으로 내게 이길 셈 이 냐
만들다 요리 덮다 밥;;;만들 요리 는 덮 밥
개전 사흘 뒤;;;개전 은 사흘 뒤 다
유키 히;;;유키 히 라
왜 …;;;왜 …
정식 집 후계 자 로서;;;정식 집 후계 자 로서
듣다 넘다 수 없다;;;듣고 넘길 수 없고
무엇 이 곳;;;무엇 보다 이 곳
사라지다 건 아깝다 것 같다;;;사라지는 건 아까운 것 같아 서
유키 히 …;;;유키 히 라 …
하지만 NAME 군;;;하지만 NAME 군
뭔가 승산 있다;;;뭔가 승산 이라도 있어
지금 생각 하다;;;지금 부터 생각할 래
아 역시;;;아 역시 나
이번 일 맡기다;;;이번 일 을 맡겨 주 신
에리 님 감사 하다;;;에리 나 님 께 감사해야 겠 네
건방지다 편입 생;;;건방진 편입 생 에게
고기 쾌감 가르치다;;;고기 의 쾌감 을 가르쳐 주 지
조금 우측;;;조금 우측 으로
조금 더 우측;;;조금 더 우측 으로
조금 더;;;조금 만 더
유키 히 녀석;;;유키 히 라 녀석
학교 전체;;;학교 전체 에
완전 소문 자다;;;완전 소문 이 자자 하 다고
유우 키 진정;;;유우 키 진정 해
그래도 대결;;;그래도 대결 까지
시간 너무 부족하다;;;시간 이 너무 부족해
과연 어떻다 나오다;;;과연 어떻 게 나올 까
NAME 군;;;NAME 군
식 극 대결 앞 이틀;;;식 극 대결 까지 앞 으로 이틀
작전 회의;;;작전 회의
테마 「 덮다 밥 」;;;테마 「 덮 밥 」
그 뒤 하룻밤 동안;;;그 뒤 하룻밤 동안 에
니쿠미 고기;;;니쿠미 는 고기
특히 쇠고기 전문가;;;특히 쇠고기 의 전문가 야
오야코동 닭고기;;;오야코동 도 닭고기
이번 테마 맞다;;;이번 테마 에 맞지
되다 니쿠미;;;되 도록 니쿠미 랑
덮다 밥 있다;;;덮 밥 이라도 있어
글쎄;;;글쎄
덮다 밥 하다 수 있다 모르다;;;덮 밥 이라고 할 수 있 을지 모르 겠 는데
가리비 석쇠 굽다;;;가리비 를 석쇠 에 구워
뚜껑 열리다 때;;;뚜껑 이 열렸 을 때
버터 간장;;;버터 랑 간장 을
조금 흘리다 넣다;;;조금 흘려 넣는 거야
얹다 먹다 게 맛있다;;;얹어 먹는 게 맛있거 든
그렇다;;;그래
해물 덮다 밥 수단 있다;;;해물 덮 밥 이란 수단 도 있었 는데
NAME 고기 승부 하다;;;NAME 가 고기 로 승부 하겠 다 니까
이미 승부 내용 정해지다;;;이미 승부 내용 은 정해졌 으니까
구 시렁 대 마;;;구 시렁 대 지 마
넌 니쿠미 실력 몰르다;;;넌 니쿠미 의 실력 을 몰라
만일 A 급 쇠고기 나오다;;;만일 A 급 쇠고기 라도 나오면
승산 없다;;;승산 이 없어
영어;;;영어
잉글리쉬;;;잉글리쉬
결정 하다 등급 이;;;결정 하는 등급 이 죠
그렇다 맞다;;;그래 맞아
해체 소 나오다;;;해체 한 소 에서 나오는
고기 중량 비율 나타내다;;;고기 중량 비율 을 나타내는
육량 등급;;;육량 등급
우지 양;;;우지 의 양
지방 광택 등;;;지방 의 광택 등
육질 등급;;;육질 등급
그게 에서 까지 단계;;;그게 에서 까지 단계
이 양쪽;;;이 양쪽 에서
최고 랭크 획득 쇠고기;;;최고 랭크 를 획득 한 쇠고기
그게 A 란 거지;;;그게 A 란 거지
난 학교 행사 니쿠미 구운;;;난 학교 행사 로 니쿠미 가 구운
스테이크 먹다 보다 적 있다;;;스테이크 를 먹어 본 적 이 있어
그 레벨 고기;;;그 레벨 의 고기 는
말다;;;마신 다고
그렇다;;;그래
씹다 순간;;;씹는 순간
고기 감칠맛 덩어리 변화 하다;;;고기 가 감칠맛 덩어리 로 변화하고
목구멍 쓰윽 통과 하다 버리다;;;목구멍 을 쓰윽 통과해 버리 지
식당 주문 하다;;;식당 에서 주문했 다간
유키 치 만 권 몇 장 날아가다;;;유키 치 만 엔 권 몇 장 은 날아가겠 지
그리고;;;그리고
이 것 중요하다 점;;;이 것 도 중요한 점 인데
식 극 사용 하다 재료 전부;;;식 극 에서 사용하는 재료 는 전부
당사자 직접 준비 하다 해;;;당사자 가 직접 준비해야 해
소재 조달;;;소재 조달 도
요리사 기량 중 하나;;;요리사 기량 중 하나 니까
미토 일가;;;미토 일가 는
쇠고기 업계 일각;;;쇠고기 업계 의 일각 을
완전하다 좌지우지 있다;;;완전히 좌지우지 하고 있지
자금 력;;;자금 력
유통 루트;;;유통 루트
이 전부 니쿠미;;;이 전부 가 니쿠미 의
최고 품질 요리;;;최고 품질 의 요리 를
구축 있다 것 이 …;;;구축 하고 있는 것 이 지 …
그렇다 엄청나다 고기 뛰어넘다;;;그런 엄청난 고기 를 뛰어넘 다니
정말 가능하다;;;정말 가능할 까
저기;;;저기
그래도 역시;;;그래도 역시
뭐;;;뭐
내 말 듣다 하다;;;내 말 듣긴 한 거야
쇠고기 도저히 니쿠미 …;;;쇠고기 로는 도저히 니쿠미 를 …
코 니시 선배 그렇다;;;코 니시 선배 도 그랬 잖 아
덮다 밥 빠르다 맛있다 저렴 하다;;;덮 밥 은 빠르 다 맛있다 저렴 하다 라고
니쿠미 그걸 바보 취급 하다;;;니쿠미 는 그걸 바보 취급 했 다고
덮다 밥 인정 하다 하다 건;;;덮 밥 을 인정하게 하는 건
저렴 쇠고기 메뉴;;;저렴 한 쇠고기 메뉴 로
이기 않다 의미 없다;;;이기 지 않으 면 의미 가 없잖 아
그리고 괜히 고급 재료;;;그리고 괜히 고급 재료 를
덮다 밥 매력 그게 아니다;;;덮 밥 의 매력 은 그게 아니니 까
때 때 남자 자신;;;때 때 로 남자 는 자신 의
신념 굽히다 서다;;;신념 을 굽혀 서 라도
지키다 하다 것 …;;;지켜 야 할 것 이 …
그렇다 장 보다;;;그럼 장 을 봐 야 겠 네
지금 얼마 남다;;;지금 얼마 남았 어
그 그게 …;;;그 그게 …
고작 이 거 …;;;고작 이 거 …
보충 하다 수 없다;;;보충하는 수 밖에 없어
잔고 이 것 뿐;;;잔고 가 이 것 뿐
네 생활비;;;네 생활비 는
적당하다 그렇다 거 이다;;;적당히 가 그런 거 였 어
그렇다 뜻 적당하다 …;;;그런 뜻 의 적당히 …
이 것 좀 …;;;이건 좀 …
위험하다;;;위험할 지도
덮다 밥연 과거 레시피 들;;;덮 밥연 의 과거 레시피 들 이야
쓰다 먹다 만 게 있다 몰르다;;;써 먹 을 만 한 게 있 을지도 몰라
이 것 요;;;이 것 도 요
오 고맙다;;;오 고마워
그 묶음 이 쪽;;;그 묶음 은 이 쪽 으로
완성;;;완성
맛보기 부탁 하다;;;맛보기 부탁해 요
돼지고기 대신 쇠고기 쓸다;;;돼지고기 대신 에 쇠고기 를 쓴
비프 끄다 스 덮다 밥;;;비프 까 스 덮 밥
덮다 밥연 레시피 더 보완 하다;;;덮 밥연 의 레시피 를 더 보완해서
계란 메추리 알 섞다 뿌리다;;;계란 과 메추리 알 을 섞어 뿌렸 으니
맛 깊다;;;맛 이 깊어 졌 을 거야
나쁘다 않다;;;나쁘 지 않아
하지만 부족하다;;;하지만 부족해
니쿠미 요리 뭐라다;;;니쿠미 의 요리 는 뭐랄 까
혀 팍 오거;;;혀 에 팍 오거 든
팍 …;;;팍 …
그렇다 기름;;;그럼 기름 이네
설탕 우지 굽다;;;설탕 과 우지 로 구워 내 고
계란 넣다 스키야키 덮다 밥;;;계란 을 넣은 스키야키 덮 밥
안 돼다;;;안 돼
고급스럽다 맛 없다;;;고급스러운 맛 이 없어
그렇다 우지 줄 대신 …;;;그럼 우지 를 줄 이고 대신 …
저기 이 쪽 레시피 어떻다;;;저기 이 쪽 레시피 는 어떨 까
덮다 밥연 괜찮다 레시피;;;덮 밥연 에서 괜찮 은 레시피 는
전부 시험 버리다;;;전부 시험 해 버렸 어
떠오르다 대로;;;떠오르는 대로
어 레인지 하다;;;어 레인지 도 했 어
NAME 군;;;NAME 군
조금 쉬다 게 어떻다;;;조금 이라도 쉬는 게 어때
아 …;;;아 …
기분 전환 하다;;;기분 전환하면
저번 수업 좋다 아이디어;;;저번 수업 처럼 좋 은 아이디어 가
떠오르다 모르다;;;떠오를 지도 모르니 까
어떻다;;;어때
아 …;;;아 …
소 NAME 군;;;소 NAME 군
덕분 살다 타도 코로;;;덕분 에 살 았 어 타도 코로
있다;;;있었 어
가격 저렴 고기;;;가격 이 저렴 한 고기 에
임펙트 줄 방법;;;임펙트 를 줄 방법
코 니시 선배;;;코 니시 선배
부위 서로 인 럼프;;;부위 는 서로 인 이든 럼프 든
어디 상관없다;;;어디 든 상관없 으니까
응;;;응
쇠고기 스테이크;;;쇠고기 스테이크
스테이크 고기;;;스테이크 고기 에
두 들 겨 펴내다;;;두 들 겨 서 펴낸 다
덮어놓고 잠시 놔두다;;;덮어놓고 잠시 놔둔 다
양파 걷다 내다 고기;;;양파 를 걷어 낸 고기 에
소금 후추 간 하다;;;소금 과 후추 로 간 을 하고
그 굽다 내다 기름 양파 볶다;;;그 구워 낸 기름 과 양파 를 볶는 다
양파;;;양파
고기 위 볶다 양파 듬뿍 얹다;;;고기 위 에 볶은 양파 를 듬뿍 얹으 면
완성;;;완성 이야
이 것;;;이건
살리다 핀 스테이크;;;살리 아 핀 스테이크
오페라 가수 표도르 살리다 핀;;;오페라 가수 표도르 살리 아 핀 이
일본 방문 하다 때;;;일본 에 방문했 을 때
치통 시 달리다 그;;;치통 에 시 달리 던 그 의
「 부드럽다 스테이크 먹다 싶다 」;;;「 부드러운 스테이크 를 먹고 싶다 」
… 요구 들어주다 위해 고안;;;… 라는 요구 를 들어주기 위해 고안 한
자 둘 다 맛 보다;;;자 둘 다 맛 을 봐 줘
응;;;응
어 …;;;어 …
보들보들;;;보들보들
어떻다 돼다 먹다 부드러움 이;;;어떻 게 돼 먹은 부드러움 이 냐
젓가락 간단하다 잘리다;;;젓가락 으로 간단히 잘려 져
그리고 씹다 때 입속 …;;;그리고 씹 을 때 마다 입속 에서 …
양파 단백질 분해 하다;;;양파 에는 단백질 을 분해 하는
그래서 이렇게;;;그래서 이렇게
고기 부드럽다 거지;;;고기 가 부드러워 지는 거지
싸구려 고기 생각 하다 수 없다;;;싸구려 고기 라고 생각할 수 없어
입안 감칠맛 가득하다;;;입안 이 감칠맛 으로 가득해 져
밥 궁합 흠 잡 데 없다;;;밥 과의 궁합 도 흠 잡 을 데 없고
하지만;;;하지만
그 니쿠미;;;그 니쿠미 의
A 급 고기 이기다 수 있다 거 …;;;A 급 고기 를 이길 수 있는 거 냐 …
포기 하다 좋다;;;포기하면 좋 을 텐데
도망치다 수 없다;;;도망칠 수 없어 서
흔들다 흔들다 흔들다 흔들다;;;흔들 흔들 흔들 흔들
자신 없다 탓;;;자신 이 없는 탓 에
자기 자신 나타내다 못;;;자기 자신 도 나타내지 못 해서
자신 잃다 반복;;;자신 잃기 를 반복
뱅글 뱅글 뱅글 뱅글;;;뱅글 뱅글 뱅글 뱅글
하지만 만날 수 있다;;;하지만 만날 수 있었 으니까
더 잃어버리다 않다;;;더 는 잃어버리 지 않겠 어
미소 있다 아 무것 필요 없다;;;미소 가 있으 면 아 무것 도 필요 없어
호화 것;;;호화 로운 것 도
요란 장식;;;요란 한 장식 도
필요 없다;;;필요 없으 니까
식탁 두다 앉다;;;식탁 에 둘 러 앉자
전날 실수;;;전날 의 실수 도
불안하다 미래;;;불안한 미래 도
더 하다;;;더해서
저기 아 무것 필요 없다;;;저기 아 무것 도 필요 없어
호화 맛 내기;;;호화 로운 맛 내기 도
세련되다 세팅 필요 없다;;;세련된 세팅 도 필요 없으 니까
눈물 맛 이제;;;눈물 의 맛 은 이제
짜다 걸 알다;;;짜다 는 걸 알 았 어도
마지막 항상;;;마지막 엔 항상
웃 테;;;웃 을 테 니까
그것 스파이스;;;그것 이 스파이스
제 사용 하다 것;;;제 가 사용할 것 은
등급 당연하다 A;;;등급 은 당연히 A
게다가 그걸 하다 달 이상 숙성 시키다;;;게다가 그걸 한 달 이상 숙성 시켜
당일 가장 맛있다;;;당일 에 가장 맛있는
상태 만들다 겁니다;;;상태 로 만들 겁니 다
말 하다 A 를 뛰어넘다 A;;;말하자 면 A 를 뛰어넘 은 A
덮다 밥연 따위 깔끔하다 없애다 버리다;;;덮 밥연 따위 깔끔하게 없애 버리 죠
기대하다;;;기대하지 요
그렇다 실례 하다;;;그럼 실례하겠 습니다
이렇게 빨리 기회 오다 줄;;;이렇게 빨리 기회 가 올 줄 이야
유키 히 NAME;;;유키 히 라 NAME
다음 화;;;다음 화
식 극 NAME;;;식 극 의 NAME
조용하다 덮다 밥;;;조용한 덮 밥
웅변 하다 덮다 밥;;;웅변 하는 덮 밥
맛보다;;;맛보도 록
어쩌다 이리 자기 주장 강하다 몸매;;;어쩜 이리 자기 주장 이 강한 몸매 냐
학생 들 대한 전달;;;학생 들 에 대한 전달 은
오늘 부로 완료 이다;;;오늘 부로 완료 입니 다
두 각 드러내다 자;;;두 각 을 드러내는 자
낙오 되다 자;;;낙오 되는 자
첫 분기점 이군;;;첫 분기점 이군
향 하다;;;향해 가 네
모든 걸 걸다;;;모든 걸 걸고 서
발상 창조 협주곡;;;발상 과 창조 의 협주곡
뭐;;;뭐
드디어 오다;;;드디어 왔 나
이 뭐;;;이 게 뭐 야
초등학교 중학교 때 있다;;;초등학교 나 중학교 때 도 있었 잖 아
몇 박 정도 묵고 오다;;;몇 박 정도 묵고 오는
임 간 학교 비슷하다;;;임 간 학교 랑 비슷한 거야
헤에;;;헤에
그런데;;;그런데
이 합숙;;;이 합숙 은
고등 부 들어오다;;;고등 부 에 들어온
학생 찾아오다;;;학생 에게 찾아오는
첫 지옥 그 자체;;;첫 지옥 그 자체 야
응;;;응
학년 전교생;;;학년 전교생 이
산속 합 숙소;;;산속 의 합 숙소 에서
합격 점 미치다 못 하다;;;합격 점 에 미치 지 못 하면
즉각 퇴학 선언 당하다;;;즉각 퇴학 을 선언 당하는
우정 교류 주장 하다;;;우정 과 교류 라고 주장하지 만
그 실체;;;그 실체 는
이 NAME 경쟁 교육;;;이 게 NAME 의 경쟁 교육 이야
학교 총수 주장 하다;;;학교 총수 가 주장하는
옥석 선발 본격 적;;;옥석 선발 이 본격 적 으로
시작 되다 것 이;;;시작되 려는 것 이 지
잇다 시키다 선배 작년 가다;;;잇 시키 선배 도 작년 에 가셨 죠
그렇다;;;그래
내 때 매일 수십 명의 학생;;;내 때 도 매일 같이 수십 명의 학생 이
강제 송환;;;강제 송환
그리고 퇴학 당하다;;;그리고 퇴학 당했 지
퇴학;;;퇴학
학생 수가 반 이하 줄다;;;학생 수가 반 이하 로 줄었 다 더군
NAME;;;NAME
다 들다 지금 고맙다 …;;;다 들 지금 까지 고마웠 어 …
NAME 이이;;;NAME 이이이이이이
트럼프 장기 가져가다 수 있다;;;트럼프 나 장기 는 가져갈 수 있고
뭘 느긋하 여행 기분 내다;;;뭘 느긋하 게 여행 기분 내냐 고
NAME 유언 남다 있다;;;NAME 가 유언 을 남기 고 있는 데
절반 살아나다;;;절반 이나 살아남 는다며
전원 다 그 안;;;전원 다 그 안 에
들어가다 되다 뿐이다;;;들어가면 될 뿐이 잖 아
나다 확신 하다 있다;;;나도 확신하고 있어
쿄쿠세 기숙사 전원;;;쿄쿠세 이 기숙사 전원 이
미소 지다 이 곳 돌아오다 것;;;미소 지 으며 이 곳 에 돌아올 것 을
반드시 살아나다;;;반드시 살아남 겠 어
당연하다;;;당연하지
그렇다;;;그러 네
다 들다 기합 들어가다;;;다 들 기합 이 들어갔 구나
뚝 그치다 교쿠 세이 파;;;뚝 그치는 교쿠 세이 파
울다 아이 뚝 …;;;우는 아이 도 뚝 …
거뜬히 통과 하다;;;거뜬히 통과하겠 어
그 마음가짐;;;그 마음가짐 이다
다 들다 열심히 하다 오다;;;다 들 열심히 하고 오 렴
좋다;;;좋 아
개요 이상 이다;;;개요 는 이상 입니 다
잊다 물건 없다;;;잊으 시 는 물건 이 없도 록
집합 오전 시 이다;;;집합 은 오전 시 입니 다
그렇다;;;그래
